2660
0 30 0.0
0 32 0.0
0 34 0.0
0 36 0.0
0 38 0.0
0 40 0.0
0 42 0.0
0 44 0.0
0 46 0.0
0 48 0.0
0 50 0.0
0 52 0.0
0 54 0.0
0 56 0.0
0 58 0.0
0 60 0.0
0 62 0.0
0 64 0.0
0 66 0.0
0 68 0.0
0 70 0.0
0 72 0.0
0 74 0.0
0 76 0.0
0 78 0.0
0 80 0.0
0 82 0.0
0 84 0.0
0 86 0.0
0 88 0.0
0 90 0.0
0 92 0.0
0 94 0.0
0 96 0.0
0 98 0.0
0 100 0.0
0 102 0.0
0 104 0.0
0 106 0.0
0 108 0.0
0 110 0.0
0 112 0.0
0 114 0.0
0 116 0.0
0 118 0.0
0 120 0.0
0 122 0.0
0 124 0.0
0 126 0.0
0 128 0.0
0 130 0.0
0 132 0.0
0 134 0.0
0 136 0.0
0 138 0.0
0 140 0.0
0 142 0.0
0 144 0.0
0 146 0.0
0 148 0.0
0 150 0.0
0 152 0.0
0 154 0.0
0 156 0.0
0 158 0.0
0 160 0.0
0 162 0.0
0 164 0.0
0 166 0.0
0 168 0.0
0 170 0.0
0 172 0.0
0 174 0.0
0 176 0.0
0 178 0.0
0 180 0.0
4 30 1.20
4 32 1.40
4 34 1.50
4 36 1.60
4 38 1.80
4 40 1.90
4 42 2.00
4 44 2.10
4 46 2.20
4 48 2.30
4 50 2.40
4 52 2.50
4 54 2.60
4 56 2.60
4 58 2.70
4 60 2.80
4 62 2.80
4 64 2.90
4 66 2.90
4 68 3.00
4 70 3.00
4 72 3.10
4 74 3.10
4 76 3.10
4 78 3.10
4 80 3.20
4 82 3.20
4 84 3.20
4 86 3.20
4 88 3.20
4 90 3.10
4 92 3.10
4 94 3.10
4 96 3.10
4 98 3.00
4 100 3.00
4 102 2.90
4 104 2.90
4 106 2.80
4 108 2.80
4 110 2.90
4 112 2.90
4 114 2.90
4 116 2.80
4 118 2.80
4 120 2.80
4 122 2.80
4 124 2.70
4 126 2.70
4 128 2.70
4 130 2.60
4 132 2.50
4 134 2.50
4 136 2.40
4 138 2.30
4 140 2.20
4 142 2.20
4 144 2.10
4 146 2.00
4 148 1.90
4 150 1.90
4 152 1.80
4 154 1.70
4 156 1.70
4 158 1.60
4 160 1.50
4 162 1.50
4 164 1.40
4 166 1.40
4 168 1.40
4 170 1.40
4 172 1.30
4 174 1.30
4 176 1.30
4 178 1.20
4 180 1.10
5 30 2.00
5 32 2.20
5 34 2.40
5 36 2.60
5 38 2.80
5 40 3.00
5 42 3.10
5 44 3.30
5 46 3.40
5 48 3.60
5 50 3.70
5 52 3.80
5 54 3.90
5 56 4.00
5 58 4.10
5 60 4.20
5 62 4.30
5 64 4.40
5 66 4.50
5 68 4.50
5 70 4.60
5 72 4.60
5 74 4.70
5 76 4.70
5 78 4.70
5 80 4.80
5 82 4.80
5 84 4.80
5 86 4.80
5 88 4.80
5 90 4.70
5 92 4.70
5 94 4.70
5 96 4.60
5 98 4.60
5 100 4.50
5 102 4.40
5 104 4.30
5 106 4.30
5 108 4.30
5 110 4.30
5 112 4.30
5 114 4.30
5 116 4.30
5 118 4.30
5 120 4.20
5 122 4.20
5 124 4.20
5 126 4.10
5 128 4.00
5 130 4.00
5 132 3.90
5 134 3.80
5 136 3.70
5 138 3.60
5 140 3.50
5 142 3.30
5 144 3.20
5 146 3.10
5 148 3.00
5 150 2.90
5 152 2.80
5 154 2.70
5 156 2.60
5 158 2.50
5 160 2.40
5 162 2.30
5 164 2.20
5 166 2.10
5 168 2.10
5 170 2.10
5 172 2.00
5 174 2.00
5 176 1.90
5 178 1.80
5 180 1.70
6 30 2.80
6 32 3.10
6 34 3.40
6 36 3.60
6 38 3.80
6 40 4.10
6 42 4.30
6 44 4.50
6 46 4.60
6 48 4.80
6 50 5.00
6 52 5.10
6 54 5.20
6 56 5.40
6 58 5.50
6 60 5.60
6 62 5.70
6 64 5.80
6 66 5.90
6 68 5.90
6 70 6.00
6 72 6.00
6 74 6.10
6 76 6.10
6 78 6.20
6 80 6.20
6 82 6.20
6 84 6.20
6 86 6.20
6 88 6.20
6 90 6.20
6 92 6.10
