ID\Lat	Lon		boatSpeed	boatDir	TWD	TWA	TWS	AWA	AWS	Time	Stress	Activity	Maneuver (nb=19)
13	47.14340/-5.55448	6.92	322.66	286.87	-35.79	21.55	-27.31	27.47	01j06h01m05s	1077.30	Upwind Port	
12	46.57825/-5.36940	6.91	322.66	289.00	-33.66	25.01	-26.56	30.99	01j03h01m05s	852.02	Upwind Port	
11	46.41351/-5.18571	7.23	322.66	283.86	-38.80	28.09	-31.15	34.03	01j00h01m05s	514.57	Upwind Port	
10	46.24100/-4.59432	7.40	324.74	283.47	-41.27	28.18	-33.04	34.09	21h01m05s	90.39	Upwind Port	
9	46.23410/-4.58726	8.02	324.73	273.69	-51.04	30.33	-41.04	35.91	20h54m14s	60.97	Upwind Port	
8	46.03766/-4.38646	8.06	311.46	259.78	-51.68	28.58	-41.01	34.16	17h54m14s	60.92	Upwind Port	
7	45.47947/-4.12905	9.00	311.46	244.00	-67.46	27.58	-52.46	32.12	14h56m23s	41.84	Upwind Port	
6	45.30069/-3.43960	9.34	311.46	230.92	-80.54	20.23	-57.60	23.63	11h56m23s	33.28	Upwind Port	
5	45.11514/-3.14081	9.31	311.46	211.79	-99.67	14.94	-65.22	16.22	08h56m23s	20.57	Reaching Port	
4	44.53023/-2.44465	9.51	296.42	201.14	-95.28	16.72	-64.41	18.46	05h56m23s	19.22	Reaching Port	
3	44.40328/-2.08470	9.24	293.98	198.31	-95.68	15.31	-63.09	17.08	02h56m23s	17.02	Reaching Port	
2	44.34890/-1.51295	8.93	288.94	196.80	-92.14	14.20	-59.37	16.49	01h29m32s	10.82	Upwind Port	
1	44.32737/-1.42488	8.48	279.15	194.90	-84.25	12.99	-52.88	16.21	44m59s	0.00	Upwind Port	
0	44.31725/-1.33679	0.00	00s

ID\Lat	Lon		boatSpeed	boatDir	TWD	TWA	TWS	AWA	AWS	Time	Stress	Activity	Maneuver (nb=16)
15	47.54304/-6.40641	6.35	322.66	287.33	-35.32	12.47	-23.58	18.02	01j13h40m07s	1235.18	Upwind Port	
14	47.46025/-6.31230	6.47	322.66	288.79	-33.87	15.37	-24.01	21.05	01j12h01m39s	1234.46	Upwind Port	
13	47.30598/-6.13762	6.82	322.66	286.66	-36.00	18.35	-26.47	24.20	01j09h01m39s	1198.89	Upwind Port	
12	47.14338/-5.55444	6.92	322.66	286.86	-35.79	21.54	-27.31	27.46	01j06h01m39s	1071.47	Upwind Port	
11	46.57822/-5.36932	6.91	322.66	288.99	-33.67	25.00	-26.57	30.98	01j03h01m39s	846.47	Upwind Port	
10	46.41347/-5.18563	7.23	322.66	283.88	-38.78	28.09	-31.13	34.03	01j00h01m39s	509.38	Upwind Port	
9	46.24100/-4.59432	7.40	324.71	283.49	-41.22	28.17	-33.00	34.09	21h01m39s	85.52	Upwind Port	
8	46.23407/-4.58722	8.02	324.74	273.71	-51.02	30.32	-41.03	35.91	20h54m46s	55.99	Upwind Port	
7	46.03766/-4.38646	8.06	311.46	259.82	-51.64	28.58	-40.99	34.17	17h54m46s	55.92	Upwind Port	
6	45.47943/-4.12898	9.00	311.46	244.04	-67.42	27.58	-52.44	32.13	14h56m49s	36.84	Upwind Port	
5	45.30070/-3.43960	9.34	311.46	230.95	-80.52	20.24	-57.59	23.65	11h56m49s	28.25	Upwind Port	
4	45.11514/-3.14081	9.31	311.46	211.82	-99.64	14.95	-65.21	16.23	08h56m49s	15.55	Reaching Port	
3	44.53023/-2.44465	9.51	296.42	201.15	-95.27	16.72	-64.40	18.46	05h56m49s	14.21	Reaching Port	
2	44.40328/-2.08470	9.24	293.98	198.32	-95.67	15.31	-63.09	17.09	02h56m49s	12.02	Reaching Port	
1	44.34890/-1.51295	8.63	284.15	194.90	-89.25	12.99	-55.88	15.69	01h29m59s	0.00	Upwind Port	
0	44.31725/-1.33679	0.00	00s

ID\Lat	Lon		boatSpeed	boatDir	TWD	TWA	TWS	AWA	AWS	Time	Stress	Activity	Maneuver (nb=16)
15	47.54304/-6.40641	6.35	322.67	287.30	-35.36	12.45	-23.59	18.00	01j13h41m35s	1229.01	Upwind Port	
14	47.46009/-6.31216	6.47	322.66	288.80	-33.86	15.35	-24.00	21.03	01j12h02m58s	1228.33	Upwind Port	
13	47.30588/-6.13755	6.82	322.66	286.67	-35.98	18.33	-26.45	24.18	01j09h02m58s	1193.42	Upwind Port	
12	47.14333/-5.55441	6.93	322.66	286.84	-35.82	21.52	-27.32	27.44	01j06h02m58s	1066.57	Upwind Port	
11	46.57814/-5.36925	6.91	322.66	288.97	-33.69	24.97	-26.58	30.96	01j03h02m58s	842.22	Upwind Port	
10	46.41338/-5.18552	7.23	322.66	283.94	-38.73	28.07	-31.08	34.01	01j00h02m58s	505.91	Upwind Port	
9	46.24100/-4.59432	7.39	324.70	283.54	-41.16	28.15	-32.94	34.07	21h02m58s	82.65	Upwind Port	
8	46.23400/-4.58715	8.02	324.74	273.75	-50.98	30.30	-40.99	35.89	20h56m01s	52.95	Upwind Port	
7	46.03766/-4.38646	8.05	311.46	259.90	-51.56	28.60	-40.93	34.19	17h56m01s	52.85	Upwind Port	
6	45.47935/-4.12883	8.99	311.46	244.12	-67.34	27.58	-52.38	32.13	14h57m51s	33.77	Upwind Port	
5	45.30072/-3.43964	9.34	311.46	231.01	-80.46	20.28	-57.57	23.69	11h57m51s	25.11	Upwind Port	
4	45.11515/-3.14081	9.31	311.46	211.89	-99.57	14.96	-65.19	16.25	08h57m51s	12.42	Reaching Port	
3	44.53023/-2.44465	9.51	296.42	201.18	-95.24	16.72	-64.39	18.47	05h57m51s	11.10	Reaching Port	
2	44.40328/-2.08470	9.40	295.11	199.71	-95.40	16.18	-63.95	17.93	02h57m51s	10.36	Reaching Port	
1	44.37472/-1.59905	8.69	287.10	194.90	-92.20	12.99	-57.73	15.35	02h14m53s	0.00	Upwind Port	
0	44.31725/-1.33679	0.00	00s

ID\Lat	Lon		boatSpeed	boatDir	TWD	TWA	TWS	AWA	AWS	Time	Stress	Activity	Maneuver (nb=16)
15	47.54304/-6.40641	6.35	322.66	287.25	-35.42	12.41	-23.60	17.97	01j13h44m39s	1220.39	Upwind Port	
14	47.45977/-6.31179	6.46	322.66	288.81	-33.84	15.31	-23.97	20.98	01j12h05m40s	0.00	Upwind Port	
13	47.30567/-6.13729	6.81	322.66	286.70	-35.96	18.29	-26.42	24.14	01j09h05m40s	0.00	Upwind Port	
12	47.14322/-5.55426	6.93	322.66	286.79	-35.87	21.47	-27.35	27.39	01j06h05m40s	0.00	Upwind Port	
11	46.57797/-5.36907	6.91	322.66	288.91	-33.75	24.93	-26.62	30.91	01j03h05m40s	0.00	Upwind Port	
10	46.41319/-5.18534	7.22	322.66	284.05	-38.61	28.03	-30.99	33.97	01j00h05m40s	0.00	Upwind Port	
