273
0 32 0.0
0 36 0.0
0 40 0.0
0 45 0.0
0 52 0.0
0 60 0.0
0 70 0.0
0 75 0.0
0 80 0.0
0 90 0.0
0 100 0.0
0 110 0.0
0 120 0.0
0 130 0.0
0 135 0.0
0 140 0.0
0 150 0.0
0 160 0.0
0 165 0.0
0 170 0.0
0 180 0.0
4 32 2.82
4 36 3.18
4 40 3.51
4 45 3.86
4 52 4.25
4 60 4.58
4 70 4.82
4 75 4.87
4 80 4.88
4 90 4.79
4 100 4.62
4 110 4.59
4 120 4.32
4 130 3.86
4 135 3.61
4 140 3.36
4 150 2.87
4 160 2.45
4 165 2.32
4 170 2.22
4 180 2.06
5 32 3.54
5 36 3.96
5 40 4.33
5 45 4.72
5 52 5.15
5 60 5.51
5 70 5.77
5 75 5.82
5 80 5.83
5 90 5.75
5 100 5.63
5 110 5.58
5 120 5.28
5 130 4.78
5 135 4.49
5 140 4.20
5 150 3.61
5 160 3.08
5 165 2.92
5 170 2.79
5 180 2.59
6 32 4.20
6 36 4.66
6 40 5.06
6 45 5.47
6 52 5.92
6 60 6.24
6 70 6.46
6 75 6.51
6 80 6.52
6 90 6.44
6 100 6.45
6 110 6.38
6 120 6.09
6 130 5.60
6 135 5.29
6 140 4.98
6 150 4.32
6 160 3.71
6 165 3.51
6 170 3.36
6 180 3.12
7 32 4.78
7 36 5.25
7 40 5.65
7 45 6.05
7 52 6.44
7 60 6.74
7 70 6.94
7 75 6.99
7 80 7.00
7 90 6.94
7 100 7.01
7 110 6.95
7 120 6.70
7 130 6.28
7 135 6.01
7 140 5.70
7 150 4.99
7 160 4.32
7 165 4.10
7 170 3.92
7 180 3.64
8 32 5.20
8 36 5.65
8 40 6.00
8 45 6.35
8 52 6.71
8 60 7.01
8 70 7.27
8 75 7.34
8 80 7.37
8 90 7.32
8 100 7.37
8 110 7.36
8 120 7.15
8 130 6.81
8 135 6.58
8 140 6.30
8 150 5.62
8 160 4.90
8 165 4.66
8 170 4.47
8 180 4.16
9 32 5.49
9 36 5.91
9 40 6.23
9 45 6.55
9 52 6.88
9 60 7.17
9 70 7.46
9 75 7.59
9 80 7.68
9 90 7.68
9 100 7.58
9 110 7.70
9 120 7.56
9 130 7.23
9 135 7.03
9 140 6.79
9 150 6.18
9 160 5.46
9 165 5.20
9 170 5.00
9 180 4.66
10 32 5.71
10 36 6.10
10 40 6.40
10 45 6.70
10 52 7.02
10 60 7.32
10 70 7.62
10 75 7.74
10 80 7.90
10 90 8.02
10 100 7.87
10 110 7.91
10 120 7.94
10 130 7.63
10 135 7.42
10 140 7.19
10 150 6.65
10 160 5.99
10 165 5.73
10 170 5.51
10 180 5.15
12 32 6.00
12 36 6.36
12 40 6.65
12 45 6.94
12 52 7.25
12 60 7.56
12 70 7.92
12 75 8.07
12 80 8.22
12 90 8.48
12 100 8.53
12 110 8.31
12 120 8.49
12 130 8.41
12 135 8.20
12 140 7.95
12 150 7.37
12 160 6.84
12 165 6.62
12 170 6.43
12 180 6.06
14 32 6.20
14 36 6.56
14 40 6.84
14 45 7.11
14 52 7.44
14 60 7.78
14 70 8.16
14 75 8.33
14 80 8.49
14 90 8.83
14 100 9.15
14 110 8.97
14 120 8.95
14 130 9.20
14 135 9.04
14 140 8.74
14 150 8.08
14 160 7.51
14 165 7.31
14 170 7.14
14 180 6.81
16 32 6.35
16 36 6.70
16 40 6.98
16 45 7.25
16 52 7.60
16 60 7.97
16 70 8.37
16 75 8.56
16 80 8.76
16 90 9.18
16 100 9.51
16 110 9.84
16 120 9.43
16 130 9.78
16 135 9.99
16 140 9.72
16 150 8.82
16 160 8.18
16 165 7.97
16 170 7.77
16 180 7.42
20 32 6.55
20 36 6.90
20 40 7.17
20 45 7.46
20 52 7.86
20 60 8.26
20 70 8.74
20 75 9.01
20 80 9.28
20 90 9.88
20 100 10.53
20 110 11.12
20 120 11.36
20 130 11.14
20 135 11.47
20 140 11.82
20 150 10.96
20 160 9.83
20 165 9.45
20 170 9.14
20 180 8.62
25 32 6.82
25 36 7.03
25 40 7.32
25 45 7.64
25 52 8.08
25 60 8.53
25 70 9.16
25 75 9.50
25 80 9.89
25 90 10.75
25 100 11.59
25 110 12.43
25 120 13.24
25 130 13.36
25 135 13.29
25 140 13.82
25 150 14.34
25 160 12.70
25 165 12.11
25 170 11.58
25 180 10.69
